index,tag1,tag2,tag3,tag4,tag5,article
87,分则,对违反廉洁纪律行为的处分,,,,纵容、默许配偶、子女及其配偶等亲属、身边工作人员和其他特定关系人利用党员干部本人职权或者职务上的影响谋取私利，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 党员干部的配偶、子女及其配偶等亲属和其他特定关系人不实际工作而获取薪酬或者虽实际工作但领取明显超出同职级标准薪酬，党员干部知情未予纠正的，依照前款规定处理。
88,分则,对违反廉洁纪律行为的处分,,,,收受可能影响公正执行公务的礼品、礼金、消费卡和有价证券、股权、其他金融产品等财物，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 收受其他明显超出正常礼尚往来的财物的，依照前款规定处理。
89,分则,对违反廉洁纪律行为的处分,,,,向从事公务的人员及其配偶、子女及其配偶等亲属和其他特定关系人赠送明显超出正常礼尚往来的礼品、礼金、消费卡和有价证券、股权、其他金融产品等财物，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
90,分则,对违反廉洁纪律行为的处分,,,,借用管理和服务对象的钱款、住房、车辆等，影响公正执行公务，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。 通过民间借贷等金融活动获取大额回报，影响公正执行公务的，依照前款规定处理。
91,分则,对违反廉洁纪律行为的处分,,,,利用职权或者职务上的影响操办婚丧喜庆事宜，在社会上造成不良影响的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分；借机敛财或者有其他侵犯国家、集体和人民利益行为的，从重或者加重处分，直至开除党籍。
92,分则,对违反廉洁纪律行为的处分,,,,接受、提供可能影响公正执行公务的宴请或者旅游、健身、娱乐等活动安排，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
93,分则,对违反廉洁纪律行为的处分,,,,违反有关规定取得、持有、实际使用运动健身卡、会所和俱乐部会员卡、高尔夫球卡等各种消费卡，或者违反有关规定出入私人会所，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
94,分则,对违反廉洁纪律行为的处分,,,,违反有关规定从事营利活动，有下列行为之一，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）经商办企业的； （二）拥有非上市公司（企业）的股份或者证券的； （三）买卖股票或者进行其他证券投资的； （四）从事有偿中介活动的； （五）在国（境）外注册公司或者投资入股的； （六）有其他违反有关规定从事营利活动的。 利用参与企业重组改制、定向增发、兼并投资、土地使用权出让等决策、审批过程中掌握的信息买卖股票，利用职权或者职务上的影响通过购买信托产品、基金等方式非正常获利的，依照前款规定处理。 违反有关规定在经济组织、社会组织等单位中兼职，或者经批准兼职但获取薪酬、奖金、津贴等额外利益的，依照第一款规定处理。
95,分则,对违反廉洁纪律行为的处分,,,,利用职权或者职务上的影响，为配偶、子女及其配偶等亲属和其他特定关系人在审批监管、资源开发、金融信贷、大宗采购、土地使用权出让、房地产开发、工程招投标以及公共财政支出等方面谋取利益，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 利用职权或者职务上的影响，为配偶、子女及其配偶等亲属和其他特定关系人吸收存款、推销金融产品等提供帮助谋取利益的，依照前款规定处理。
96,分则,对违反廉洁纪律行为的处分,,,,党员领导干部离职或者退（离）休后违反有关规定接受原任职务管辖的地区和业务范围内的企业和中介机构的聘任，或者个人从事与原任职务管辖业务相关的营利活动，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务处分；情节严重的，给予留党察看处分。 党员领导干部离职或者退（离）休后违反有关规定担任上市公司、基金管理公司独立董事、独立监事等职务，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务处分；情节严重的，给予留党察看处分。
97,分则,对违反廉洁纪律行为的处分,,,,党员领导干部的配偶、子女及其配偶，违反有关规定在该党员领导干部管辖的地区和业务范围内从事可能影响其公正执行公务的经营活动，或者在该党员领导干部管辖的地区和业务范围内的外商独资企业、中外合资企业中担任由外方委派、聘任的高级职务或者违规任职、兼职取酬的，该党员领导干部应当按照规定予以纠正；拒不纠正的，其本人应当辞去现任职务或者由组织予以调整职务；不辞去现任职务或者不服从组织调整职务的，给予撤销党内职务处分。
98,分则,对违反廉洁纪律行为的处分,,,,党和国家机关违反有关规定经商办企业的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
99,分则,对违反廉洁纪律行为的处分,,,,党员领导干部违反工作、生活保障制度，在交通、医疗、警卫等方面为本人、配偶、子女及其配偶等亲属和其他特定关系人谋求特殊待遇，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
100,分则,对违反廉洁纪律行为的处分,,,,在分配、购买住房中侵犯国家、集体利益，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
101,分则,对违反廉洁纪律行为的处分,,,,利用职权或者职务上的影响，侵占非本人经管的公私财物，或者以象征性地支付钱款等方式侵占公私财物，或者无偿、象征性地支付报酬接受服务、使用劳务，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 利用职权或者职务上的影响，将本人、配偶、子女及其配偶等亲属应当由个人支付的费用，由下属单位、其他单位或者他人支付、报销的，依照前款规定处理。
102,分则,对违反廉洁纪律行为的处分,,,,利用职权或者职务上的影响，违反有关规定占用公物归个人使用，时间超过六个月，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。 占用公物进行营利活动的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 将公物借给他人进行营利活动的，依照前款规定处理。
103,分则,对违反廉洁纪律行为的处分,,,,违反有关规定组织、参加用公款支付的宴请、高消费娱乐、健身活动，或者用公款购买赠送或者发放礼品、消费卡（券）等，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
104,分则,对违反廉洁纪律行为的处分,,,,违反有关规定自定薪酬或者滥发津贴、补贴、奖金等，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
105,分则,对违反廉洁纪律行为的处分,,,,有下列行为之一，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）公款旅游或者以学习培训、考察调研、职工疗养等为名变相公款旅游的； （二）改变公务行程，借机旅游的； （三）参加所管理企业、下属单位组织的考察活动，借机旅游的。 以考察、学习、培训、研讨、招商、参展等名义变相用公款出国（境）旅游的，依照前款规定处理。
106,分则,对违反廉洁纪律行为的处分,,,,违反公务接待管理规定，超标准、超范围接待或者借机大吃大喝，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
107,分则,对违反廉洁纪律行为的处分,,,,违反有关规定配备、购买、更换、装饰、使用公务交通工具或者有其他违反公务交通工具管理规定的行为，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
108,分则,对违反廉洁纪律行为的处分,,,,违反会议活动管理规定，有下列行为之一，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分： （一）到禁止召开会议的风景名胜区开会的； （二）决定或者批准举办各类节会、庆典活动的。 擅自举办评比达标表彰活动或者借评比达标表彰活动收取费用的，依照前款规定处理。
109,分则,对违反廉洁纪律行为的处分,,,,违反办公用房管理等规定，有下列行为之一，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分： （一）决定或者批准兴建、装修办公楼、培训中心等楼堂馆所的； （二）超标准配备、使用办公用房的； （三）用公款包租、占用客房或者其他场所供个人使用的。
110,分则,对违反廉洁纪律行为的处分,,,,搞权色交易或者给予财物搞钱色交易的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
111,分则,对违反廉洁纪律行为的处分,,,,有其他违反廉洁纪律规定行为的，应当视具体情节给予警告直至开除党籍处分。
112,分则,对违反群众纪律行为的处分,,,,有下列行为之一，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）超标准、超范围向群众筹资筹劳、摊派费用，加重群众负担的； （二）违反有关规定扣留、收缴群众款物或者处罚群众的； （三）克扣群众财物，或者违反有关规定拖欠群众钱款的； （四）在管理、服务活动中违反有关规定收取费用的； （五）在办理涉及群众事务时刁难群众、吃拿卡要的； （六）有其他侵害群众利益行为的。 在扶贫领域有上述行为的，从重或者加重处分。
113,分则,对违反群众纪律行为的处分,,,,干涉生产经营自主权，致使群众财产遭受较大损失的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
114,分则,对违反群众纪律行为的处分,,,,在社会保障、政策扶持、扶贫脱贫、救灾救济款物分配等事项中优亲厚友、明显有失公平的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
115,分则,对违反群众纪律行为的处分,,,,利用宗族或者黑恶势力等欺压群众，或者纵容涉黑涉恶活动、为黑恶势力充当“保护伞”的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
116,分则,对违反群众纪律行为的处分,,,,有下列行为之一，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分： （一）对涉及群众生产、生活等切身利益的问题依照政策或者有关规定能解决而不及时解决，庸懒无为、效率低下，造成不良影响的； （二）对符合政策的群众诉求消极应付、推诿扯皮，损害党群、干群关系的； （三）对待群众态度恶劣、简单粗暴，造成不良影响的； （四）弄虚作假，欺上瞒下，损害群众利益的； （五）有其他不作为、乱作为等损害群众利益行为的。
117,分则,对违反群众纪律行为的处分,,,,盲目举债、铺摊子、上项目，搞劳民伤财的“形象工程”、“政绩工程”，致使国家、集体或者群众财产和利益遭受较大损失的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。
118,分则,对违反群众纪律行为的处分,,,,遇到国家财产和群众生命财产受到严重威胁时，能救而不救，情节较重的，给予警告、严重警告或者撤销党内职务处分；情节严重的，给予留党察看或者开除党籍处分。
119,分则,对违反群众纪律行为的处分,,,,不按照规定公开党务、政务、厂务、村（居）务等，侵犯群众知情权，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。
120,分则,对违反群众纪律行为的处分,,,,有其他违反群众纪律规定行为的，应当视具体情节给予警告直至开除党籍处分。
121,分则,对违反工作纪律行为的处分,,,,工作中不负责任或者疏于管理，贯彻执行、检查督促落实上级决策部署不力，给党、国家和人民利益以及公共财产造成较大损失的，对直接责任者和领导责任者，给予警告或者严重警告处分；造成重大损失的，给予撤销党内职务、留党察看或者开除党籍处分。 贯彻创新、协调、绿色、开放、共享的发展理念不力，对职责范围内的问题失察失责，造成较大损失或者重大损失的，从重或者加重处分。
122,分则,对违反工作纪律行为的处分,,,,有下列行为之一，造成严重不良影响，对直接责任者和领导责任者，情节较轻的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）贯彻党中央决策部署只表态不落实的； （二）热衷于搞舆论造势、浮在表面的； （三）单纯以会议贯彻会议、以文件落实文件，在实际工作中不见诸行动的； （四）工作中有其他形式主义、官僚主义行为的。
123,分则,对违反工作纪律行为的处分,,,,党组织有下列行为之一，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分： （一）党员被依法判处刑罚后，不按照规定给予党纪处分，或者对违反国家法律法规的行为，应当给予党纪处分而不处分的； （二）党纪处分决定或者申诉复查决定作出后，不按照规定落实决定中关于被处分人党籍、职务、职级、待遇等事项的； （三）党员受到党纪处分后，不按照干部管理权限和组织关系对受处分党员开展日常教育、管理和监督工作的。
124,分则,对违反工作纪律行为的处分,,,,因工作不负责任致使所管理的人员叛逃的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。 因工作不负责任致使所管理的人员出走，对直接责任者和领导责任者，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
125,分则,对违反工作纪律行为的处分,,,,在上级检查、视察工作或者向上级汇报、报告工作时对应当报告的事项不报告或者不如实报告，造成严重损害或者严重不良影响的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务或者留党察看处分。 在上级检查、视察工作或者向上级汇报、报告工作时纵容、唆使、暗示、强迫下级说假话、报假情的，从重或者加重处分。
126,分则,对违反工作纪律行为的处分,,,,党员领导干部违反有关规定干预和插手市场经济活动，有下列行为之一，造成不良影响的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分： （一）干预和插手建设工程项目承发包、土地使用权出让、政府采购、房地产开发与经营、矿产资源开发利用、中介机构服务等活动的； （二）干预和插手国有企业重组改制、兼并、破产、产权交易、清产核资、资产评估、资产转让、重大项目投资以及其他重大经营活动等事项的； （三）干预和插手批办各类行政许可和资金借贷等事项的； （四）干预和插手经济纠纷的； （五）干预和插手集体资金、资产和资源的使用、分配、承包、租赁等事项的。
127,分则,对违反工作纪律行为的处分,,,,党员领导干部违反有关规定干预和插手司法活动、执纪执法活动，向有关地方或者部门打听案情、打招呼、说情，或者以其他方式对司法活动、执纪执法活动施加影响，情节较轻的，给予严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 党员领导干部违反有关规定干预和插手公共财政资金分配、项目立项评审、政府奖励表彰等活动，造成重大损失或者不良影响的，依照前款规定处理。
128,分则,对违反工作纪律行为的处分,,,,泄露、扩散或者打探、窃取党组织关于干部选拔任用、纪律审查、巡视巡察等尚未公开事项或者其他应当保密的内容的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 私自留存涉及党组织关于干部选拔任用、纪律审查、巡视巡察等方面资料，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
129,分则,对违反工作纪律行为的处分,,,,在考试、录取工作中，有泄露试题、考场舞弊、涂改考卷、违规录取等违反有关规定行为的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
130,分则,对违反工作纪律行为的处分,,,,以不正当方式谋求本人或者其他人用公款出国（境），情节较轻的，给予警告处分；情节较重的，给予严重警告处分；情节严重的，给予撤销党内职务处分。
131,分则,对违反工作纪律行为的处分,,,,临时出国（境）团（组）或者人员中的党员，擅自延长在国（境）外期限，或者擅自变更路线的，对直接责任者和领导责任者，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
132,分则,对违反工作纪律行为的处分,,,,驻外机构或者临时出国（境）团（组）中的党员，触犯驻在国家、地区的法律、法令或者不尊重驻在国家、地区的宗教习俗，情节较重的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务、留党察看或者开除党籍处分。
133,分则,对违反工作纪律行为的处分,,,,在党的纪律检查、组织、宣传、统一战线工作以及机关工作等其他工作中，不履行或者不正确履行职责，造成损失或者不良影响的，应当视具体情节给予警告直至开除党籍处分。
134,附则,对违反生活纪律行为的处分,,,,生活奢靡、贪图享乐、追求低级趣味，造成不良影响的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
135,附则,对违反生活纪律行为的处分,,,,与他人发生不正当性关系，造成不良影响的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。 利用职权、教养关系、从属关系或者其他相类似关系与他人发生性关系的，从重处分。
136,附则,对违反生活纪律行为的处分,,,,党员领导干部不重视家风建设，对配偶、子女及其配偶失管失教，造成不良影响或者严重后果的，给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。
137,附则,对违反生活纪律行为的处分,,,,违背社会公序良俗，在公共场所有不当行为，造成不良影响的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。
138,附则,对违反生活纪律行为的处分,,,,有其他严重违反社会公德、家庭美德行为的，应当视具体情节给予警告直至开除党籍处分。
139,附则,对违反生活纪律行为的处分,,,,各省、自治区、直辖市党委可以根据本条例，结合各自工作的实际情况，制定单项实施规定。
140,附则,对违反生活纪律行为的处分,,,,中央军事委员会可以根据本条例，结合中国人民解放军和中国人民武装警察部队的实际情况，制定补充规定或者单项规定。
141,附则,对违反生活纪律行为的处分,,,,本条例由中央纪律检查委员会负责解释。
142,附则,对违反生活纪律行为的处分,,,,本条例自2018年10月1日起施行。 本条例施行前，已结案的案件如需进行复查复议，适用当时的规定或者政策。尚未结案的案件，如果行为发生时的规定或者政策不认为是违纪，而本条例认为是违纪的，依照当时的规定或者政策处理；如果行为发生时的规定或者政策认为是违纪的，依照当时的规定或者政策处理，但是如果本条例不认为是违纪或者处理较轻的，依照本条例规定处理。
