,index,0,frequency,
1605,设计,429,6.81855677378317E-05,
1606,河南,427,6.78676863031565E-05,
1607,项下,427,6.78676863031565E-05,
1608,若,425,6.75498048684813E-05,
1609,联系,425,6.75498048684813E-05,
1610,x,425,6.75498048684813E-05,
1611,第四十六,424,6.73908641511437E-05,
1612,民法通则,424,6.73908641511437E-05,
1613,丧葬,423,6.72319234338061E-05,
1614,查询,423,6.72319234338061E-05,
1616,信,421,6.69140419991309E-05,
1617,连带责任,421,6.69140419991309E-05,
1618,级,421,6.69140419991309E-05,
1619,权益,421,6.69140419991309E-05,
1620,下同,421,6.69140419991309E-05,
1621,三门县,420,6.67551012817933E-05,
1622,第八十二条,420,6.67551012817933E-05,
1623,反驳,420,6.67551012817933E-05,
1624,此次,419,6.65961605644557E-05,
1625,皖,419,6.65961605644557E-05,
1626,号文,419,6.65961605644557E-05,
1627,电视台,419,6.65961605644557E-05,
1628,停车费,418,6.64372198471181E-05,
1629,云秀,418,6.64372198471181E-05,
1630,权利义务,417,6.62782791297805E-05,
1631,伤后,417,6.62782791297805E-05,
1632,至此,416,6.61193384124429E-05,
1633,所致,416,6.61193384124429E-05,
1634,牵引车,416,6.61193384124429E-05,
1636,照准,415,6.59603976951053E-05,
1637,酒店,414,6.58014569777677E-05,
1638,由南向北,414,6.58014569777677E-05,
1639,％,413,6.56425162604301E-05,
1640,至于,413,6.56425162604301E-05,
1641,找,413,6.56425162604301E-05,
1642,乙,413,6.56425162604301E-05,
1643,公正,413,6.56425162604301E-05,
1644,就诊,411,6.53246348257549E-05,
1645,起诉人,411,6.53246348257549E-05,
1646,难以,410,6.51656941084173E-05,
1647,户口,410,6.51656941084173E-05,
1648,办,409,6.50067533910797E-05,
1649,现在,409,6.50067533910797E-05,
1651,深圳,409,6.50067533910797E-05,
1652,沈,409,6.50067533910797E-05,
1653,未予,408,6.48478126737421E-05,
1654,该款,408,6.48478126737421E-05,
1655,同日,408,6.48478126737421E-05,
1657,中保,406,6.45299312390669E-05,
1658,分行,406,6.45299312390669E-05,
1660,申报,405,6.43709905217293E-05,
1661,60%,404,6.42120498043917E-05,
1662,第二项,403,6.4053109087054E-05,
1663,奖,403,6.4053109087054E-05,
1664,交易,403,6.4053109087054E-05,
1665,京港,403,6.4053109087054E-05,
1666,公民,401,6.37352276523789E-05,
1667,半挂,401,6.37352276523789E-05,
1668,于法无据,401,6.37352276523789E-05,
1669,任,401,6.37352276523789E-05,
1670,休,401,6.37352276523789E-05,
1671,由东向西,401,6.37352276523789E-05,
1672,回,401,6.37352276523789E-05,
1674,范畴,400,6.35762869350413E-05,
1675,仍然,400,6.35762869350413E-05,
1676,依,400,6.35762869350413E-05,
1677,清算,399,6.34173462177036E-05,
1678,迅达,399,6.34173462177036E-05,
1680,管理局,399,6.34173462177036E-05,
1682,调入,398,6.3258405500366E-05,
1684,交接,398,6.3258405500366E-05,
1685,行业,397,6.30994647830284E-05,
1686,街道,397,6.30994647830284E-05,
1688,退休金,397,6.30994647830284E-05,
1689,骑,396,6.29405240656908E-05,
1690,处理意见,396,6.29405240656908E-05,
1691,不清,395,6.27815833483532E-05,
1692,公安机关,395,6.27815833483532E-05,
1693,先后,395,6.27815833483532E-05,
1694,科学技术,395,6.27815833483532E-05,
1695,届满,395,6.27815833483532E-05,
1696,隐瞒,394,6.26226426310156E-05,
1697,考勤表,393,6.2463701913678E-05,
1698,期限内,393,6.2463701913678E-05,
1699,假,393,6.2463701913678E-05,
1700,上级,392,6.23047611963404E-05,
1701,补充协议,392,6.23047611963404E-05,
1702,扶养,392,6.23047611963404E-05,
1703,省,391,6.21458204790028E-05,
1704,职,391,6.21458204790028E-05,
1705,参与,390,6.19868797616652E-05,
1706,父母,390,6.19868797616652E-05,
1707,采暖,389,6.18279390443276E-05,
1708,只能,389,6.18279390443276E-05,
1710,止,387,6.15100576096524E-05,
1711,村民,387,6.15100576096524E-05,
1712,开除,386,6.13511168923148E-05,
1713,置业,386,6.13511168923148E-05,
1714,占,386,6.13511168923148E-05,
1715,规范,386,6.13511168923148E-05,
1716,80%,385,6.11921761749772E-05,
1717,直至,385,6.11921761749772E-05,
1718,把,385,6.11921761749772E-05,
1719,授权,385,6.11921761749772E-05,
1720,出现,384,6.10332354576396E-05,
1721,产品,384,6.10332354576396E-05,
1722,免责,384,6.10332354576396E-05,
1723,患者,384,6.10332354576396E-05,
1724,签订合同,384,6.10332354576396E-05,
1725,只有,384,6.10332354576396E-05,
1726,经理,383,6.0874294740302E-05,
1727,其于,383,6.0874294740302E-05,
1728,次,383,6.0874294740302E-05,
1729,汇票,382,6.07153540229644E-05,
1730,分析,382,6.07153540229644E-05,
1731,注册资本,382,6.07153540229644E-05,
1732,江苏省,381,6.05564133056268E-05,
1733,林,381,6.05564133056268E-05,
1734,接收,381,6.05564133056268E-05,
1735,必要,381,6.05564133056268E-05,
1736,事由,381,6.05564133056268E-05,
1737,社会保障,380,6.03974725882892E-05,
1738,购房,380,6.03974725882892E-05,
1739,中国农业银行,380,6.03974725882892E-05,
1740,家属,380,6.03974725882892E-05,
1741,村,380,6.03974725882892E-05,
1742,最终,379,6.02385318709516E-05,
1743,尚,379,6.02385318709516E-05,
1744,引起,379,6.02385318709516E-05,
1745,权证,379,6.02385318709516E-05,
1746,40%,379,6.02385318709516E-05,
1747,－,379,6.02385318709516E-05,
1749,25%,379,6.02385318709516E-05,
1750,幼儿园,377,5.99206504362764E-05,
1751,应先,377,5.99206504362764E-05,
1752,第四,376,5.97617097189388E-05,
1753,转,376,5.97617097189388E-05,
1754,提出申请,376,5.97617097189388E-05,
1755,当地,376,5.97617097189388E-05,
1756,安装,375,5.96027690016012E-05,
1757,其次,375,5.96027690016012E-05,
1758,卫生,375,5.96027690016012E-05,
1759,第九,374,5.94438282842636E-05,
1760,故其,373,5.9284887566926E-05,
1761,无故,373,5.9284887566926E-05,
1762,特殊,372,5.91259468495884E-05,
1763,未为,372,5.91259468495884E-05,
1764,显然,372,5.91259468495884E-05,
1765,工商登记,372,5.91259468495884E-05,
1766,缺席,372,5.91259468495884E-05,
1767,第三十八条,371,5.89670061322508E-05,
1768,邮寄,371,5.89670061322508E-05,
1769,本合同,371,5.89670061322508E-05,
1770,于法,371,5.89670061322508E-05,
1772,完善,370,5.88080654149132E-05,
1773,玻璃,370,5.88080654149132E-05,
1774,解聘,370,5.88080654149132E-05,
1775,币种,369,5.86491246975756E-05,
1776,不属,369,5.86491246975756E-05,
1777,否则,368,5.8490183980238E-05,
1778,护理人员,368,5.8490183980238E-05,
1779,两次,368,5.8490183980238E-05,
1780,先,367,5.83312432629004E-05,
1781,第三项,367,5.83312432629004E-05,
1782,全民,367,5.83312432629004E-05,
1783,特,367,5.83312432629004E-05,
1784,拖欠工资,367,5.83312432629004E-05,
1785,总经理,366,5.81723025455627E-05,
1786,】,365,5.80133618282251E-05,
1788,第十三条,365,5.80133618282251E-05,
1789,加以,364,5.78544211108875E-05,
1790,祥和,364,5.78544211108875E-05,
1791,工资收入,364,5.78544211108875E-05,
1793,自本,364,5.78544211108875E-05,
1794,局,363,5.76954803935499E-05,
1795,控制,363,5.76954803935499E-05,
1796,食品,363,5.76954803935499E-05,
1797,机动车辆,363,5.76954803935499E-05,
1798,主任,361,5.73775989588747E-05,
1799,签收,361,5.73775989588747E-05,
1801,住宿费,361,5.73775989588747E-05,
1802,前述,360,5.72186582415371E-05,
1803,调解书,359,5.70597175241995E-05,
1804,主管,359,5.70597175241995E-05,
1805,我国,359,5.70597175241995E-05,
1806,管理人员,359,5.70597175241995E-05,
1807,资质,358,5.69007768068619E-05,
1809,电梯,358,5.69007768068619E-05,
1810,公安,358,5.69007768068619E-05,
1811,一切,357,5.67418360895243E-05,
1813,而是,357,5.67418360895243E-05,
1814,期内,356,5.65828953721867E-05,
1815,召开,356,5.65828953721867E-05,
1816,工资待遇,356,5.65828953721867E-05,
1817,由此,355,5.64239546548491E-05,
1818,广西,355,5.64239546548491E-05,
1819,收费站,354,5.62650139375115E-05,
1820,权,354,5.62650139375115E-05,
1821,父亲,353,5.61060732201739E-05,
1823,调取,353,5.61060732201739E-05,
1824,承兑汇票,352,5.59471325028363E-05,
1825,建议,352,5.59471325028363E-05,
1826,机械,352,5.59471325028363E-05,
1828,救济费,352,5.59471325028363E-05,
1829,损失赔偿,352,5.59471325028363E-05,
1830,保留,352,5.59471325028363E-05,
1831,明确规定,352,5.59471325028363E-05,
1832,人口,351,5.57881917854987E-05,
1833,理应,350,5.56292510681611E-05,
1834,凭,350,5.56292510681611E-05,
1835,日到,350,5.56292510681611E-05,
1836,因果关系,350,5.56292510681611E-05,
1838,按时,350,5.56292510681611E-05,
1839,就是,350,5.56292510681611E-05,
1840,间,349,5.54703103508235E-05,
1841,顾,349,5.54703103508235E-05,
1842,会计,349,5.54703103508235E-05,
1843,长安,348,5.53113696334859E-05,
1844,邹,348,5.53113696334859E-05,
1845,手册,347,5.51524289161483E-05,
1846,前提,347,5.51524289161483E-05,
1847,损失险,347,5.51524289161483E-05,
1849,冯,347,5.51524289161483E-05,
1850,每人,347,5.51524289161483E-05,
1851,第一次,346,5.49934881988107E-05,
1852,实体,346,5.49934881988107E-05,
1853,余额,346,5.49934881988107E-05,
1854,调动,346,5.49934881988107E-05,
1855,提取,346,5.49934881988107E-05,
1856,因该,346,5.49934881988107E-05,
1857,矿业,346,5.49934881988107E-05,
1858,印发,345,5.48345474814731E-05,
1859,冶金,344,5.46756067641355E-05,
1860,书面通知,344,5.46756067641355E-05,
1861,【,344,5.46756067641355E-05,
1862,份额,344,5.46756067641355E-05,
1863,第五项,343,5.45166660467979E-05,
1864,部,343,5.45166660467979E-05,
1865,定损,342,5.43577253294603E-05,
1867,死者,342,5.43577253294603E-05,
1868,日以,342,5.43577253294603E-05,
1869,系统,341,5.41987846121227E-05,
1870,平均,341,5.41987846121227E-05,
1872,休假,341,5.41987846121227E-05,
1873,归,341,5.41987846121227E-05,
1874,违背,339,5.38809031774475E-05,
1875,福鑫,339,5.38809031774475E-05,
1876,非因工,339,5.38809031774475E-05,
1877,制作,339,5.38809031774475E-05,
1878,各方,338,5.37219624601099E-05,
1879,适当,338,5.37219624601099E-05,
1880,房地产,338,5.37219624601099E-05,
1881,所在,337,5.35630217427723E-05,
1882,电子,337,5.35630217427723E-05,
1883,折算,337,5.35630217427723E-05,
1884,可供执行,336,5.34040810254346E-05,
1885,室,336,5.34040810254346E-05,
1886,关联,336,5.34040810254346E-05,
1887,电话,336,5.34040810254346E-05,
1888,成品油,336,5.34040810254346E-05,
1889,还是,335,5.32451403080971E-05,
1890,者,335,5.32451403080971E-05,
1891,入职,335,5.32451403080971E-05,
1892,更,334,5.30861995907594E-05,
1893,发布,334,5.30861995907594E-05,
1894,应予以,334,5.30861995907594E-05,
1895,广州,333,5.29272588734218E-05,
1897,收条,332,5.27683181560842E-05,
1898,十一,332,5.27683181560842E-05,
1899,延长,331,5.26093774387466E-05,
1900,无证据,331,5.26093774387466E-05,
1901,文化,331,5.26093774387466E-05,
1902,上岗,331,5.26093774387466E-05,
1903,县,330,5.2450436721409E-05,
1904,处于,329,5.22914960040714E-05,
1905,交付,329,5.22914960040714E-05,
1906,即墨,329,5.22914960040714E-05,
1907,看,329,5.22914960040714E-05,
1908,年终奖,329,5.22914960040714E-05,
1909,盖章,328,5.21325552867338E-05,
1910,询问笔录,328,5.21325552867338E-05,
1911,自主,328,5.21325552867338E-05,
1912,法定期限,328,5.21325552867338E-05,
1913,表明,328,5.21325552867338E-05,
1914,另有,327,5.19736145693962E-05,
1915,追加,327,5.19736145693962E-05,
1916,退养,327,5.19736145693962E-05,
1917,税费,327,5.19736145693962E-05,
1919,产权,327,5.19736145693962E-05,
1920,还款,327,5.19736145693962E-05,
1921,路段,327,5.19736145693962E-05,
1922,大型,326,5.18146738520586E-05,
1923,丈夫,326,5.18146738520586E-05,
1924,工资单,326,5.18146738520586E-05,
1925,保证金,325,5.1655733134721E-05,
1926,终局,325,5.1655733134721E-05,
1927,非法,324,5.14967924173834E-05,
1928,一套,324,5.14967924173834E-05,
1929,受益人,324,5.14967924173834E-05,
1931,派出所,323,5.13378517000458E-05,
1932,挂车,323,5.13378517000458E-05,
1933,行,323,5.13378517000458E-05,
1934,邮政储蓄,323,5.13378517000458E-05,
1935,状态,323,5.13378517000458E-05,
1936,左右,322,5.11789109827082E-05,
1939,乌鲁木齐,322,5.11789109827082E-05,
1940,核算,322,5.11789109827082E-05,
1941,右侧,322,5.11789109827082E-05,
1942,讨论,321,5.10199702653706E-05,
1943,特别,321,5.10199702653706E-05,
1944,工资总额,320,5.0861029548033E-05,
1946,理,320,5.0861029548033E-05,
1947,出庭作证,320,5.0861029548033E-05,
1950,薪酬,319,5.07020888306954E-05,
1951,行政部门,319,5.07020888306954E-05,
1952,多年,319,5.07020888306954E-05,
1953,贸易,319,5.07020888306954E-05,
1954,总,319,5.07020888306954E-05,
1955,否认,319,5.07020888306954E-05,
1956,移送,319,5.07020888306954E-05,
1958,适格,318,5.05431481133578E-05,
1959,技术人员,318,5.05431481133578E-05,
1960,试用期,317,5.03842073960202E-05,
1961,欠,317,5.03842073960202E-05,
1962,强制性,317,5.03842073960202E-05,
1963,退,317,5.03842073960202E-05,
1964,期为,317,5.03842073960202E-05,
1965,家庭,316,5.02252666786826E-05,
1966,计划生育,316,5.02252666786826E-05,
1967,事,316,5.02252666786826E-05,
1968,引发,316,5.02252666786826E-05,
1969,报,316,5.02252666786826E-05,
1970,客观,315,5.0066325961345E-05,
1971,填写,315,5.0066325961345E-05,
1972,合伙,315,5.0066325961345E-05,
1973,价款,315,5.0066325961345E-05,
1974,中心医院,315,5.0066325961345E-05,
1975,乡,314,4.99073852440074E-05,
1976,同期,314,4.99073852440074E-05,
1977,取消,313,4.97484445266698E-05,
1978,客户,313,4.97484445266698E-05,
1980,合同制,313,4.97484445266698E-05,
1981,如未,313,4.97484445266698E-05,
1982,董,313,4.97484445266698E-05,
1983,快递,313,4.97484445266698E-05,
1984,郑,312,4.95895038093322E-05,
1985,高兴,312,4.95895038093322E-05,
1989,公示,311,4.94305630919946E-05,
1991,xx,311,4.94305630919946E-05,
1992,协商一致,310,4.9271622374657E-05,
1993,职责,310,4.9271622374657E-05,
1994,致残,310,4.9271622374657E-05,
1995,此款,310,4.9271622374657E-05,
1996,虚假,310,4.9271622374657E-05,
1997,赔款,310,4.9271622374657E-05,
1998,九天,310,4.9271622374657E-05,
1999,左侧,310,4.9271622374657E-05,
2000,地产,310,4.9271622374657E-05,
2001,维修费,310,4.9271622374657E-05,
2002,提示,309,4.91126816573194E-05,
2004,退休证,309,4.91126816573194E-05,
2005,函,309,4.91126816573194E-05,
2007,公平,308,4.89537409399818E-05,
2008,作业,308,4.89537409399818E-05,
2010,綦江,308,4.89537409399818E-05,
2011,经查,307,4.87948002226442E-05,
2012,电磁线,307,4.87948002226442E-05,
2013,照片,307,4.87948002226442E-05,
2015,直属,307,4.87948002226442E-05,
2016,旅行社,307,4.87948002226442E-05,
2017,一致意见,306,4.86358595053066E-05,
2018,正当,306,4.86358595053066E-05,
2020,一般,306,4.86358595053066E-05,
2021,保全费,305,4.8476918787969E-05,
2022,建工,305,4.8476918787969E-05,
2023,该份,305,4.8476918787969E-05,
2024,罗,305,4.8476918787969E-05,
2025,责令,305,4.8476918787969E-05,
2026,医学,305,4.8476918787969E-05,
2027,应诉,305,4.8476918787969E-05,
2028,子女,305,4.8476918787969E-05,
2029,备案,304,4.83179780706314E-05,
2030,马,304,4.83179780706314E-05,
2032,伤者,304,4.83179780706314E-05,
2033,使用权,304,4.83179780706314E-05,
2034,四川省,304,4.83179780706314E-05,
2035,一张,304,4.83179780706314E-05,
2037,成为,304,4.83179780706314E-05,
2038,浙,303,4.81590373532937E-05,
2039,一事,303,4.81590373532937E-05,
2040,事实上,303,4.81590373532937E-05,
2041,相,303,4.81590373532937E-05,
2042,面积,302,4.80000966359561E-05,
2043,时止,302,4.80000966359561E-05,
2044,东方,302,4.80000966359561E-05,
2045,辽宁,302,4.80000966359561E-05,
2046,录音,302,4.80000966359561E-05,
2047,丁,302,4.80000966359561E-05,
2048,协助,302,4.80000966359561E-05,
2049,退回,301,4.78411559186185E-05,
2050,湖北省,301,4.78411559186185E-05,
2052,龙,301,4.78411559186185E-05,
2053,施行,301,4.78411559186185E-05,
2054,第九条,301,4.78411559186185E-05,
2055,此外,301,4.78411559186185E-05,
2056,证书,301,4.78411559186185E-05,
2057,终字,301,4.78411559186185E-05,
2058,措施,301,4.78411559186185E-05,
2059,就医,300,4.76822152012809E-05,
2060,主动,300,4.76822152012809E-05,
2061,贾,300,4.76822152012809E-05,
2062,录用,300,4.76822152012809E-05,
2063,一并,299,4.75232744839433E-05,
2064,来源,299,4.75232744839433E-05,
2065,苏州,299,4.75232744839433E-05,
2066,管理处,298,4.73643337666057E-05,
2067,伤,298,4.73643337666057E-05,
2068,未作,297,4.72053930492681E-05,
2069,来看,297,4.72053930492681E-05,
2070,明细表,297,4.72053930492681E-05,
2071,无权,297,4.72053930492681E-05,
2072,暂行办法,297,4.72053930492681E-05,
2073,湖北,297,4.72053930492681E-05,
2075,道,297,4.72053930492681E-05,
2076,全体,296,4.70464523319305E-05,
2077,生前,296,4.70464523319305E-05,
2078,出票,296,4.70464523319305E-05,
2079,确有,296,4.70464523319305E-05,
2080,该组,295,4.68875116145929E-05,
2081,人才,295,4.68875116145929E-05,
2082,我院,295,4.68875116145929E-05,
2085,职高,294,4.67285708972553E-05,
2086,所谓,294,4.67285708972553E-05,
2087,站,294,4.67285708972553E-05,
2088,邮政,294,4.67285708972553E-05,
2089,经办,294,4.67285708972553E-05,
2090,农村居民,294,4.67285708972553E-05,
2091,可予,294,4.67285708972553E-05,
2092,一种,294,4.67285708972553E-05,
2094,点,293,4.65696301799177E-05,
2097,检验,293,4.65696301799177E-05,
2098,始终,293,4.65696301799177E-05,
2099,对外,292,4.64106894625801E-05,
2100,粤,292,4.64106894625801E-05,
2101,年满,292,4.64106894625801E-05,
2102,地方,292,4.64106894625801E-05,
2103,考勤记录,292,4.64106894625801E-05,
2105,已满,291,4.62517487452425E-05,
2106,建国,291,4.62517487452425E-05,
2108,电力,291,4.62517487452425E-05,
2109,应得,291,4.62517487452425E-05,
2110,纳入,290,4.60928080279049E-05,
2111,号车,290,4.60928080279049E-05,
2113,未办理,290,4.60928080279049E-05,
2114,前置程序,290,4.60928080279049E-05,
2115,天平,290,4.60928080279049E-05,
2116,何,290,4.60928080279049E-05,
2117,审计,289,4.59338673105673E-05,
2119,所属,289,4.59338673105673E-05,
2120,聘用制,289,4.59338673105673E-05,
2121,会议纪要,289,4.59338673105673E-05,
2122,设计院,289,4.59338673105673E-05,
2123,出示,289,4.59338673105673E-05,
2124,人事部,289,4.59338673105673E-05,
2125,之日止,288,4.57749265932297E-05,
2126,渝,288,4.57749265932297E-05,
2127,中止,288,4.57749265932297E-05,
2128,其它,288,4.57749265932297E-05,
2129,强制执行,288,4.57749265932297E-05,
2130,监督,288,4.57749265932297E-05,
2131,编号,288,4.57749265932297E-05,
2132,营业部,287,4.56159858758921E-05,
2133,分流,287,4.56159858758921E-05,
2134,车上,287,4.56159858758921E-05,
2135,货款,287,4.56159858758921E-05,
2136,管理中心,287,4.56159858758921E-05,
2137,○,287,4.56159858758921E-05,
2138,偿还,286,4.54570451585545E-05,
2139,店,286,4.54570451585545E-05,
2141,所有制,285,4.52981044412169E-05,
2142,董事会,285,4.52981044412169E-05,
2143,法医,285,4.52981044412169E-05,
2144,承诺书,284,4.51391637238793E-05,
2145,教学,284,4.51391637238793E-05,
2146,清偿,284,4.51391637238793E-05,
2147,债权债务,284,4.51391637238793E-05,
2148,百条,284,4.51391637238793E-05,
2149,送,283,4.49802230065417E-05,
2150,医嘱,283,4.49802230065417E-05,
2151,租金,283,4.49802230065417E-05,
2152,风险,283,4.49802230065417E-05,
2153,因病,282,4.48212822892041E-05,
2154,审批表,282,4.48212822892041E-05,
2155,修理,282,4.48212822892041E-05,
2156,财政局,282,4.48212822892041E-05,
2157,人仲字,282,4.48212822892041E-05,
2158,西,282,4.48212822892041E-05,
2159,应对,281,4.46623415718665E-05,
2160,补办,281,4.46623415718665E-05,
2162,集体,280,4.45034008545289E-05,
2163,用药,280,4.45034008545289E-05,
2164,复印,280,4.45034008545289E-05,
2165,总额,279,4.43444601371913E-05,
2166,这一,279,4.43444601371913E-05,
2167,一日,279,4.43444601371913E-05,
2168,实现,279,4.43444601371913E-05,
2169,登记表,278,4.41855194198537E-05,
2170,住宅,278,4.41855194198537E-05,
2171,平泉县,278,4.41855194198537E-05,
2172,页,278,4.41855194198537E-05,
2173,故该,277,4.40265787025161E-05,
2174,利率,276,4.38676379851785E-05,
2175,南,276,4.38676379851785E-05,
2176,乾观,276,4.38676379851785E-05,
2177,陕西,276,4.38676379851785E-05,
2178,财政部,275,4.37086972678409E-05,
2179,任职,275,4.37086972678409E-05,
2180,企业法人,275,4.37086972678409E-05,
2181,九,274,4.35497565505033E-05,
2182,人为,274,4.35497565505033E-05,
2183,之日,274,4.35497565505033E-05,
2184,出生,274,4.35497565505033E-05,
2186,达成协议,274,4.35497565505033E-05,
2187,八,274,4.35497565505033E-05,
2188,交通运输,274,4.35497565505033E-05,
2189,山,273,4.33908158331657E-05,
2191,法律文书,273,4.33908158331657E-05,
2192,华安,272,4.32318751158281E-05,
2193,海域,271,4.30729343984904E-05,
2194,背书,271,4.30729343984904E-05,
2196,承认,271,4.30729343984904E-05,
2197,应休,271,4.30729343984904E-05,
2199,来院,271,4.30729343984904E-05,
2200,二轮,271,4.30729343984904E-05,
2201,金色,270,4.29139936811528E-05,
2202,厅,270,4.29139936811528E-05,
2203,当年,270,4.29139936811528E-05,
2204,去世,270,4.29139936811528E-05,
2205,落实,270,4.29139936811528E-05,
2206,结构,270,4.29139936811528E-05,
2207,仲裁员,269,4.27550529638152E-05,
2208,目标,269,4.27550529638152E-05,
2209,办公厅,269,4.27550529638152E-05,
2211,潍坊,269,4.27550529638152E-05,
2212,人仲委裁,269,4.27550529638152E-05,
2214,开具,268,4.25961122464776E-05,
2215,组,268,4.25961122464776E-05,
2217,因伤,268,4.25961122464776E-05,
2218,收款,267,4.243717152914E-05,
2219,中小学,267,4.243717152914E-05,
2221,河北省,267,4.243717152914E-05,
2222,此项,267,4.243717152914E-05,
2223,转入,267,4.243717152914E-05,
2224,打印,266,4.22782308118024E-05,
2225,纺织,266,4.22782308118024E-05,
2226,就此,266,4.22782308118024E-05,
2227,变化,266,4.22782308118024E-05,
2228,信用证,265,4.21192900944648E-05,
2229,询问,265,4.21192900944648E-05,
2231,约束力,265,4.21192900944648E-05,
2233,这些,265,4.21192900944648E-05,
2234,每,265,4.21192900944648E-05,
2235,支配,264,4.19603493771272E-05,
2236,货币,264,4.19603493771272E-05,
2237,成,264,4.19603493771272E-05,
2238,收集,264,4.19603493771272E-05,
2239,附一,264,4.19603493771272E-05,
2240,原系,263,4.18014086597896E-05,
2241,第二次,263,4.18014086597896E-05,
2242,印章,263,4.18014086597896E-05,
2244,母亲,263,4.18014086597896E-05,
2245,高级人民法院,262,4.1642467942452E-05,
2246,田,262,4.1642467942452E-05,
2247,工时,262,4.1642467942452E-05,
2248,送往,262,4.1642467942452E-05,
2249,辽宁省,261,4.14835272251144E-05,
2250,违约责任,261,4.14835272251144E-05,
2251,潘,261,4.14835272251144E-05,
2252,a,261,4.14835272251144E-05,
2253,年底,261,4.14835272251144E-05,
2254,罗文,261,4.14835272251144E-05,
2255,有效期,261,4.14835272251144E-05,
2256,安徽省,260,4.13245865077768E-05,
2257,有误,260,4.13245865077768E-05,
2258,支票,260,4.13245865077768E-05,
2259,整体,260,4.13245865077768E-05,
2260,平等,260,4.13245865077768E-05,
2261,男,260,4.13245865077768E-05,
2263,第三十条,259,4.11656457904392E-05,
2264,证据不足,259,4.11656457904392E-05,
2265,二期,259,4.11656457904392E-05,
2266,地质矿产,259,4.11656457904392E-05,
2267,米,258,4.10067050731016E-05,
2268,故应,258,4.10067050731016E-05,
2269,以外,257,4.0847764355764E-05,
2270,万,257,4.0847764355764E-05,
2271,供暖,257,4.0847764355764E-05,
2272,两年,257,4.0847764355764E-05,
2273,南京,257,4.0847764355764E-05,
2274,常爱,257,4.0847764355764E-05,
2275,当,257,4.0847764355764E-05,
2276,相互,257,4.0847764355764E-05,
2277,持异议,257,4.0847764355764E-05,
2278,武汉,257,4.0847764355764E-05,
2280,须,256,4.06888236384264E-05,
2281,指标,256,4.06888236384264E-05,
2282,抚养人,256,4.06888236384264E-05,
2283,好,256,4.06888236384264E-05,
2284,印证,256,4.06888236384264E-05,
2285,操作,256,4.06888236384264E-05,
2286,建中,256,4.06888236384264E-05,
2287,计发,255,4.05298829210888E-05,
2288,更名,255,4.05298829210888E-05,
2290,故意,255,4.05298829210888E-05,
2291,侵犯,255,4.05298829210888E-05,
2292,转账,254,4.03709422037512E-05,
2293,路桥,254,4.03709422037512E-05,
2294,下属,254,4.03709422037512E-05,
2295,得知,254,4.03709422037512E-05,
2296,执行程序,254,4.03709422037512E-05,
2297,民事案件,254,4.03709422037512E-05,
2298,电动车,253,4.02120014864136E-05,
2299,件,253,4.02120014864136E-05,
2300,状况,253,4.02120014864136E-05,
2301,乘坐,253,4.02120014864136E-05,
2302,汇入,253,4.02120014864136E-05,
2303,审判长,253,4.02120014864136E-05,
2304,不负,253,4.02120014864136E-05,
2305,保管,252,4.0053060769076E-05,
2306,分担,252,4.0053060769076E-05,
2307,运营,252,4.0053060769076E-05,
2308,暖气费,252,4.0053060769076E-05,
2309,年龄,251,3.98941200517384E-05,
2310,打卡,251,3.98941200517384E-05,
2311,三期,251,3.98941200517384E-05,
2312,副,251,3.98941200517384E-05,
2313,本金,250,3.97351793344008E-05,
2314,次日,250,3.97351793344008E-05,
2315,案情,250,3.97351793344008E-05,
2316,武灵,250,3.97351793344008E-05,
2317,职业病,250,3.97351793344008E-05,
2318,分理处,250,3.97351793344008E-05,
2319,九级,250,3.97351793344008E-05,
2320,清理,250,3.97351793344008E-05,
2322,光明,249,3.95762386170632E-05,
2323,法官,249,3.95762386170632E-05,
2324,对原,249,3.95762386170632E-05,
2325,没,249,3.95762386170632E-05,
2326,起至,248,3.94172978997256E-05,
2327,为宜,248,3.94172978997256E-05,
2328,第六,248,3.94172978997256E-05,
2329,钱,248,3.94172978997256E-05,
2330,强生,248,3.94172978997256E-05,
2331,团体,248,3.94172978997256E-05,
2333,第十二条,247,3.9258357182388E-05,
2334,江苏,247,3.9258357182388E-05,
2335,结束,247,3.9258357182388E-05,
2337,报社,247,3.9258357182388E-05,
2338,现有,246,3.90994164650504E-05,
2339,江南,246,3.90994164650504E-05,
2340,宣判,246,3.90994164650504E-05,
2341,咨询,245,3.89404757477128E-05,
2342,使,245,3.89404757477128E-05,
2343,工期,245,3.89404757477128E-05,
2344,取出,245,3.89404757477128E-05,
2345,零时,245,3.89404757477128E-05,
2346,强险,245,3.89404757477128E-05,
2347,司法,244,3.87815350303752E-05,
2348,满庭芳,244,3.87815350303752E-05,
2349,后经,244,3.87815350303752E-05,
2350,收回,244,3.87815350303752E-05,
2351,陈乙,244,3.87815350303752E-05,
2352,变动,244,3.87815350303752E-05,
2354,rdquo,244,3.87815350303752E-05,
2355,赔险,244,3.87815350303752E-05,
2356,劳人仲字,244,3.87815350303752E-05,
2357,ldquo,244,3.87815350303752E-05,
2358,产业,243,3.86225943130376E-05,
2359,减轻,243,3.86225943130376E-05,
2360,五年,243,3.86225943130376E-05,
2361,陵水县,243,3.86225943130376E-05,
2362,月底,243,3.86225943130376E-05,
2363,交给,243,3.86225943130376E-05,
2364,客运,243,3.86225943130376E-05,
